"record_id" "month" "day" "year" "plot_id" "species_id" "sex" "hindfoot_length" "weight" "genus" "species" "taxa" "plot_type" "date"
"16354" 22520 7 21 1995 14 "DM" "F" 37 56 "Dipodomys" "merriami" "Rodent" "Control" 1995-07-21
"16355" 22588 8 27 1995 14 "DM" "M" 38 45 "Dipodomys" "merriami" "Rodent" "Control" 1995-08-27
"16356" 22591 8 27 1995 14 "DM" "M" 36 34 "Dipodomys" "merriami" "Rodent" "Control" 1995-08-27
"16357" 22606 8 27 1995 14 "DM" "F" 36 45 "Dipodomys" "merriami" "Rodent" "Control" 1995-08-27
"16358" 22608 8 27 1995 14 "DM" "M" 38 52 "Dipodomys" "merriami" "Rodent" "Control" 1995-08-27
"16359" 22620 8 27 1995 14 "DM" "F" 36 56 "Dipodomys" "merriami" "Rodent" "Control" 1995-08-27
"16360" 22626 8 27 1995 14 "DM" "M" 37 48 "Dipodomys" "merriami" "Rodent" "Control" 1995-08-27
"16361" 22646 8 27 1995 14 "DM" "M" 36 46 "Dipodomys" "merriami" "Rodent" "Control" 1995-08-27
"16362" 22745 9 24 1995 14 "DM" "F" 37 49 "Dipodomys" "merriami" "Rodent" "Control" 1995-09-24
"16363" 22754 9 24 1995 14 "DM" "M" NA NA "Dipodomys" "merriami" "Rodent" "Control" 1995-09-24
"16364" 22763 9 24 1995 14 "DM" "M" 37 53 "Dipodomys" "merriami" "Rodent" "Control" 1995-09-24
"16365" 22764 9 24 1995 14 "DM" "F" 37 51 "Dipodomys" "merriami" "Rodent" "Control" 1995-09-24
"16366" 22780 9 24 1995 14 "DM" "M" 36 51 "Dipodomys" "merriami" "Rodent" "Control" 1995-09-24
"16367" 22791 9 24 1995 14 "DM" "M" 36 51 "Dipodomys" "merriami" "Rodent" "Control" 1995-09-24
"16368" 22919 10 29 1995 14 "DM" "F" 36 45 "Dipodomys" "merriami" "Rodent" "Control" 1995-10-29
"16369" 22927 10 29 1995 14 "DM" "M" 37 44 "Dipodomys" "merriami" "Rodent" "Control" 1995-10-29
"16370" 22936 10 29 1995 14 "DM" "M" 37 49 "Dipodomys" "merriami" "Rodent" "Control" 1995-10-29
"16371" 22945 10 29 1995 14 "DM" "M" 37 48 "Dipodomys" "merriami" "Rodent" "Control" 1995-10-29
"16372" 22947 10 29 1995 14 "DM" "F" 37 45 "Dipodomys" "merriami" "Rodent" "Control" 1995-10-29
"16373" 22955 10 29 1995 14 "DM" "M" 36 50 "Dipodomys" "merriami" "Rodent" "Control" 1995-10-29
"16374" 22976 10 29 1995 14 "DM" "M" 36 50 "Dipodomys" "merriami" "Rodent" "Control" 1995-10-29
"16375" 22984 10 29 1995 14 "DM" "M" 37 47 "Dipodomys" "merriami" "Rodent" "Control" 1995-10-29
"16376" 23065 12 3 1995 14 "DM" "M" 37 51 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-03
"16377" 23070 12 3 1995 14 "DM" "F" 36 49 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-03
"16378" 23082 12 3 1995 14 "DM" "M" 37 53 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-03
"16379" 23086 12 3 1995 14 "DM" "M" 38 54 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-03
"16380" 23092 12 3 1995 14 "DM" "F" 38 49 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-03
"16381" 23102 12 3 1995 14 "DM" "M" 35 51 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-03
"16382" 23107 12 3 1995 14 "DM" "M" 35 49 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-03
"16383" 23179 12 22 1995 14 "DM" "F" 37 49 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-22
"16384" 23186 12 22 1995 14 "DM" "M" 37 55 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-22
"16385" 23208 12 22 1995 14 "DM" "F" 37 27 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-22
"16386" 23272 1 28 1996 14 "DM" "M" 36 53 "Dipodomys" "merriami" "Rodent" "Control" 1996-01-28
"16387" 23282 1 28 1996 14 "DM" "F" 37 50 "Dipodomys" "merriami" "Rodent" "Control" 1996-01-28
"16388" 23299 1 28 1996 14 "DM" "M" 33 46 "Dipodomys" "merriami" "Rodent" "Control" 1996-01-28
"16389" 23305 1 28 1996 14 "DM" "F" 37 54 "Dipodomys" "merriami" "Rodent" "Control" 1996-01-28
"16390" 23308 1 28 1996 14 "DM" "M" 38 54 "Dipodomys" "merriami" "Rodent" "Control" 1996-01-28
"16391" 23311 1 28 1996 14 "DM" "M" 37 52 "Dipodomys" "merriami" "Rodent" "Control" 1996-01-28
"16392" 23322 1 28 1996 14 "DM" "M" 36 48 "Dipodomys" "merriami" "Rodent" "Control" 1996-01-28
"16393" 23329 1 28 1996 14 "DM" "M" 36 53 "Dipodomys" "merriami" "Rodent" "Control" 1996-01-28
"16394" 23437 2 25 1996 14 "DM" "M" 36 28 "Dipodomys" "merriami" "Rodent" "Control" 1996-02-25
"16395" 23441 2 25 1996 14 "DM" "M" 38 51 "Dipodomys" "merriami" "Rodent" "Control" 1996-02-25
"16396" 23455 2 25 1996 14 "DM" "M" 38 52 "Dipodomys" "merriami" "Rodent" "Control" 1996-02-25
"16397" 23457 2 25 1996 14 "DM" "F" 37 48 "Dipodomys" "merriami" "Rodent" "Control" 1996-02-25
"16398" 23472 2 25 1996 14 "DM" "M" 36 48 "Dipodomys" "merriami" "Rodent" "Control" 1996-02-25
"16399" 23483 2 25 1996 14 "DM" "F" 37 49 "Dipodomys" "merriami" "Rodent" "Control" 1996-02-25
"16400" 23607 3 24 1996 14 "DM" "M" 36 49 "Dipodomys" "merriami" "Rodent" "Control" 1996-03-24
"16401" 23621 3 24 1996 14 "DM" "M" 37 51 "Dipodomys" "merriami" "Rodent" "Control" 1996-03-24
"16402" 23624 3 24 1996 14 "DM" "F" 37 48 "Dipodomys" "merriami" "Rodent" "Control" 1996-03-24
"16403" 23627 3 24 1996 14 "DM" "M" 37 50 "Dipodomys" "merriami" "Rodent" "Control" 1996-03-24
"16404" 23631 3 24 1996 14 "DM" "F" 38 47 "Dipodomys" "merriami" "Rodent" "Control" 1996-03-24
"16405" 23638 3 24 1996 14 "DM" "M" 36 40 "Dipodomys" "merriami" "Rodent" "Control" 1996-03-24
"16406" 23754 4 15 1996 14 "DM" "F" 34 19 "Dipodomys" "merriami" "Rodent" "Control" 1996-04-15
"16407" 23775 4 15 1996 14 "DM" "M" 37 50 "Dipodomys" "merriami" "Rodent" "Control" 1996-04-15
"16408" 23794 4 15 1996 14 "DM" "" NA NA "Dipodomys" "merriami" "Rodent" "Control" 1996-04-15
"16409" 23805 4 15 1996 14 "DM" "F" 37 44 "Dipodomys" "merriami" "Rodent" "Control" 1996-04-15
"16410" 23826 4 15 1996 14 "DM" "F" 35 46 "Dipodomys" "merriami" "Rodent" "Control" 1996-04-15
"16411" 23846 4 15 1996 14 "DM" "M" 37 36 "Dipodomys" "merriami" "Rodent" "Control" 1996-04-15
"16412" 23867 4 15 1996 14 "DM" "F" 35 45 "Dipodomys" "merriami" "Rodent" "Control" 1996-04-15
"16413" 23950 5 24 1996 14 "DM" "M" 37 51 "Dipodomys" "merriami" "Rodent" "Control" 1996-05-24
"16414" 23952 5 24 1996 14 "DM" "F" 37 47 "Dipodomys" "merriami" "Rodent" "Control" 1996-05-24
"16415" 23954 5 24 1996 14 "DM" "M" 39 56 "Dipodomys" "merriami" "Rodent" "Control" 1996-05-24
"16416" 23988 5 24 1996 14 "DM" "M" 37 49 "Dipodomys" "merriami" "Rodent" "Control" 1996-05-24
"16417" 24006 5 24 1996 14 "DM" "F" 38 49 "Dipodomys" "merriami" "Rodent" "Control" 1996-05-24
"16418" 24011 5 24 1996 14 "DM" "F" 35 61 "Dipodomys" "merriami" "Rodent" "Control" 1996-05-24
"16419" 24084 6 14 1996 14 "DM" "F" 38 46 "Dipodomys" "merriami" "Rodent" "Control" 1996-06-14
"16420" 24094 6 14 1996 14 "DM" "M" 38 51 "Dipodomys" "merriami" "Rodent" "Control" 1996-06-14
"16421" 24108 6 14 1996 14 "DM" "M" 38 56 "Dipodomys" "merriami" "Rodent" "Control" 1996-06-14
"16422" 24144 6 14 1996 14 "DM" "M" NA 26 "Dipodomys" "merriami" "Rodent" "Control" 1996-06-14
"16423" 24147 6 14 1996 14 "DM" "M" 35 43 "Dipodomys" "merriami" "Rodent" "Control" 1996-06-14
"16424" 24154 6 14 1996 14 "DM" "M" 39 52 "Dipodomys" "merriami" "Rodent" "Control" 1996-06-14
"16425" 24156 6 14 1996 14 "DM" "F" 35 44 "Dipodomys" "merriami" "Rodent" "Control" 1996-06-14
"16426" 24157 6 14 1996 14 "DM" "F" 37 49 "Dipodomys" "merriami" "Rodent" "Control" 1996-06-14
"16427" 24160 6 14 1996 14 "DM" "M" 37 48 "Dipodomys" "merriami" "Rodent" "Control" 1996-06-14
"16428" 24260 7 21 1996 14 "DM" "M" 37 55 "Dipodomys" "merriami" "Rodent" "Control" 1996-07-21
"16429" 24262 7 21 1996 14 "DM" "M" 37 44 "Dipodomys" "merriami" "Rodent" "Control" 1996-07-21
"16430" 24264 7 21 1996 14 "DM" "F" 36 55 "Dipodomys" "merriami" "Rodent" "Control" 1996-07-21
"16431" 24340 8 15 1996 14 "DM" "F" 37 48 "Dipodomys" "merriami" "Rodent" "Control" 1996-08-15
"16432" 24346 8 15 1996 14 "DM" "M" 36 45 "Dipodomys" "merriami" "Rodent" "Control" 1996-08-15
"16433" 24365 8 15 1996 14 "DM" "M" 38 49 "Dipodomys" "merriami" "Rodent" "Control" 1996-08-15
"16434" 24491 9 22 1996 14 "DM" "M" 36 47 "Dipodomys" "merriami" "Rodent" "Control" 1996-09-22
"16435" 24493 9 22 1996 14 "DM" "F" 36 49 "Dipodomys" "merriami" "Rodent" "Control" 1996-09-22
"16436" 24497 9 22 1996 14 "DM" "M" 37 57 "Dipodomys" "merriami" "Rodent" "Control" 1996-09-22
"16437" 24502 9 22 1996 14 "DM" "F" 36 30 "Dipodomys" "merriami" "Rodent" "Control" 1996-09-22
"16438" 24518 9 22 1996 14 "DM" "M" 34 48 "Dipodomys" "merriami" "Rodent" "Control" 1996-09-22
"16439" 24526 9 22 1996 14 "DM" "M" 35 30 "Dipodomys" "merriami" "Rodent" "Control" 1996-09-22
"16440" 24530 9 22 1996 14 "DM" "F" 36 53 "Dipodomys" "merriami" "Rodent" "Control" 1996-09-22
"16441" 24610 10 13 1996 14 "DM" "M" 37 45 "Dipodomys" "merriami" "Rodent" "Control" 1996-10-13
"16442" 24615 10 13 1996 14 "DM" "M" 30 26 "Dipodomys" "merriami" "Rodent" "Control" 1996-10-13
"16443" 24616 10 13 1996 14 "DM" "M" 33 24 "Dipodomys" "merriami" "Rodent" "Control" 1996-10-13
"16444" 24632 10 13 1996 14 "DM" "M" 37 47 "Dipodomys" "merriami" "Rodent" "Control" 1996-10-13
"16445" 24664 10 13 1996 14 "DM" "M" 36 40 "Dipodomys" "merriami" "Rodent" "Control" 1996-10-13
"16446" 24666 10 13 1996 14 "DM" "F" 36 43 "Dipodomys" "merriami" "Rodent" "Control" 1996-10-13
"16447" 24723 11 17 1996 14 "DM" "M" 35 47 "Dipodomys" "merriami" "Rodent" "Control" 1996-11-17
"16448" 24739 11 17 1996 14 "DM" "M" 33 33 "Dipodomys" "merriami" "Rodent" "Control" 1996-11-17
"16449" 24756 11 17 1996 14 "DM" "F" 33 36 "Dipodomys" "merriami" "Rodent" "Control" 1996-11-17
"16450" 24767 11 17 1996 14 "DM" "F" 36 47 "Dipodomys" "merriami" "Rodent" "Control" 1996-11-17
"16451" 24785 11 17 1996 14 "DM" "M" 36 52 "Dipodomys" "merriami" "Rodent" "Control" 1996-11-17
"16452" 24874 12 19 1996 14 "DM" "M" 34 36 "Dipodomys" "merriami" "Rodent" "Control" 1996-12-19
"16453" 24889 12 19 1996 14 "DM" "M" 35 50 "Dipodomys" "merriami" "Rodent" "Control" 1996-12-19
"16454" 24903 12 19 1996 14 "DM" "M" 33 36 "Dipodomys" "merriami" "Rodent" "Control" 1996-12-19
"16455" 24907 12 19 1996 14 "DM" "M" 35 45 "Dipodomys" "merriami" "Rodent" "Control" 1996-12-19
"16456" 25028 2 9 1997 14 "DM" "F" 37 43 "Dipodomys" "merriami" "Rodent" "Control" 1997-02-09
"16457" 25030 2 9 1997 14 "DM" "F" 36 45 "Dipodomys" "merriami" "Rodent" "Control" 1997-02-09
"16458" 25042 2 9 1997 14 "DM" "M" 36 57 "Dipodomys" "merriami" "Rodent" "Control" 1997-02-09
"16459" 25051 2 9 1997 14 "DM" "M" 37 47 "Dipodomys" "merriami" "Rodent" "Control" 1997-02-09
"16460" 25061 2 9 1997 14 "DM" "M" 34 39 "Dipodomys" "merriami" "Rodent" "Control" 1997-02-09
"16461" 25066 2 9 1997 14 "DM" "M" 37 49 "Dipodomys" "merriami" "Rodent" "Control" 1997-02-09
"16462" 25074 2 9 1997 14 "DM" "M" 34 37 "Dipodomys" "merriami" "Rodent" "Control" 1997-02-09
"16463" 25079 2 9 1997 14 "DM" "M" 36 47 "Dipodomys" "merriami" "Rodent" "Control" 1997-02-09
"16464" 25087 2 9 1997 14 "DM" "F" 36 46 "Dipodomys" "merriami" "Rodent" "Control" 1997-02-09
"16465" 25105 2 9 1997 14 "DM" "M" 35 49 "Dipodomys" "merriami" "Rodent" "Control" 1997-02-09
"16466" 25153 2 9 1997 14 "DM" "M" 36 43 "Dipodomys" "merriami" "Rodent" "Control" 1997-02-09
"16467" 25291 3 16 1997 14 "DM" "M" 35 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-16
"16468" 25295 3 16 1997 14 "DM" "M" 36 47 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-16
"16469" 25300 3 16 1997 14 "DM" "M" 32 NA "Dipodomys" "merriami" "Rodent" "Control" 1997-03-16
"16470" 25303 3 16 1997 14 "DM" "M" 35 43 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-16
"16471" 25305 3 16 1997 14 "DM" "M" 37 53 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-16
"16472" 25312 3 16 1997 14 "DM" "M" 36 53 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-16
"16473" 25329 3 16 1997 14 "DM" "M" 36 48 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-16
"16474" 25330 3 16 1997 14 "DM" "F" 36 49 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-16
"16475" 25333 3 16 1997 14 "DM" "F" 37 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-16
"16476" 25339 3 16 1997 14 "DM" "M" 38 48 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-16
"16477" 25342 3 16 1997 14 "DM" "M" 36 48 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-16
"16478" 25352 3 16 1997 14 "DM" "F" 33 33 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-16
"16479" 25354 3 16 1997 14 "DM" "M" 35 42 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-16
"16480" 25358 3 16 1997 14 "DM" "M" 36 47 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-16
"16481" 25375 3 16 1997 14 "DM" "M" 37 50 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-16
"16482" 25390 3 16 1997 14 "DM" "F" 36 48 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-16
"16483" 25397 3 16 1997 14 "DM" "M" 36 36 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-16
"16484" 25575 4 13 1997 14 "DM" "M" 31 42 "Dipodomys" "merriami" "Rodent" "Control" 1997-04-13
"16485" 25579 4 13 1997 14 "DM" "F" 34 46 "Dipodomys" "merriami" "Rodent" "Control" 1997-04-13
"16486" 25589 4 13 1997 14 "DM" "F" 38 48 "Dipodomys" "merriami" "Rodent" "Control" 1997-04-13
"16487" 25597 4 13 1997 14 "DM" "M" 37 52 "Dipodomys" "merriami" "Rodent" "Control" 1997-04-13
"16488" 25604 4 13 1997 14 "DM" "F" 34 40 "Dipodomys" "merriami" "Rodent" "Control" 1997-04-13
"16489" 25607 4 13 1997 14 "DM" "M" 37 50 "Dipodomys" "merriami" "Rodent" "Control" 1997-04-13
"16490" 25621 4 13 1997 14 "DM" "M" 37 40 "Dipodomys" "merriami" "Rodent" "Control" 1997-04-13
"16491" 25627 4 13 1997 14 "DM" "F" 35 52 "Dipodomys" "merriami" "Rodent" "Control" 1997-04-13
"16492" 25646 4 13 1997 14 "DM" "F" 35 50 "Dipodomys" "merriami" "Rodent" "Control" 1997-04-13
"16493" 25661 4 13 1997 14 "DM" "M" 38 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-04-13
"16494" 25669 4 13 1997 14 "DM" "M" 36 45 "Dipodomys" "merriami" "Rodent" "Control" 1997-04-13
"16495" 25672 4 13 1997 14 "DM" "F" 38 54 "Dipodomys" "merriami" "Rodent" "Control" 1997-04-13
"16496" 25680 4 13 1997 14 "DM" "M" 37 47 "Dipodomys" "merriami" "Rodent" "Control" 1997-04-13
"16497" 25846 5 11 1997 14 "DM" "M" 33 41 "Dipodomys" "merriami" "Rodent" "Control" 1997-05-11
"16498" 25853 5 11 1997 14 "DM" "F" 37 47 "Dipodomys" "merriami" "Rodent" "Control" 1997-05-11
"16499" 25879 5 11 1997 14 "DM" "M" 35 40 "Dipodomys" "merriami" "Rodent" "Control" 1997-05-11
"16500" 25882 5 11 1997 14 "DM" "M" 35 52 "Dipodomys" "merriami" "Rodent" "Control" 1997-05-11
"16501" 25896 5 11 1997 14 "DM" "F" 35 40 "Dipodomys" "merriami" "Rodent" "Control" 1997-05-11
"16502" 25901 5 11 1997 14 "DM" "F" 33 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-05-11
"16503" 25909 5 11 1997 14 "DM" "M" 36 49 "Dipodomys" "merriami" "Rodent" "Control" 1997-05-11
"16504" 25920 5 11 1997 14 "DM" "M" 37 46 "Dipodomys" "merriami" "Rodent" "Control" 1997-05-11
"16505" 25929 5 11 1997 14 "DM" "M" 35 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-05-11
"16506" 26142 6 11 1997 14 "DM" "F" 38 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-06-11
"16507" 26165 6 11 1997 14 "DM" "M" 33 39 "Dipodomys" "merriami" "Rodent" "Control" 1997-06-11
"16508" 26173 6 11 1997 14 "DM" "M" 36 53 "Dipodomys" "merriami" "Rodent" "Control" 1997-06-11
"16509" 26185 6 11 1997 14 "DM" "M" 34 40 "Dipodomys" "merriami" "Rodent" "Control" 1997-06-11
"16510" 26191 6 11 1997 14 "DM" "F" 35 41 "Dipodomys" "merriami" "Rodent" "Control" 1997-06-11
"16511" 26213 6 11 1997 14 "DM" "F" 36 51 "Dipodomys" "merriami" "Rodent" "Control" 1997-06-11
"16512" 26214 6 11 1997 14 "DM" "F" 35 39 "Dipodomys" "merriami" "Rodent" "Control" 1997-06-11
"16513" 26218 6 11 1997 14 "DM" "M" 36 43 "Dipodomys" "merriami" "Rodent" "Control" 1997-06-11
"16514" 26228 6 11 1997 14 "DM" "M" 35 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-06-11
"16515" 26230 7 9 1997 14 "DM" "F" 37 46 "Dipodomys" "merriami" "Rodent" "Control" 1997-07-09
"16516" 26272 7 9 1997 14 "DM" "M" 32 39 "Dipodomys" "merriami" "Rodent" "Control" 1997-07-09
"16517" 26344 7 9 1997 14 "DM" "M" 36 48 "Dipodomys" "merriami" "Rodent" "Control" 1997-07-09
"16518" 26397 7 9 1997 14 "DM" "M" 35 40 "Dipodomys" "merriami" "Rodent" "Control" 1997-07-09
"16519" 26433 7 9 1997 14 "DM" "M" 37 46 "Dipodomys" "merriami" "Rodent" "Control" 1997-07-09
"16520" 26491 7 9 1997 14 "DM" "M" 38 42 "Dipodomys" "merriami" "Rodent" "Control" 1997-07-09
"16521" 26534 7 9 1997 14 "DM" "F" 35 37 "Dipodomys" "merriami" "Rodent" "Control" 1997-07-09
"16522" 26686 7 30 1997 14 "DM" "M" 33 38 "Dipodomys" "merriami" "Rodent" "Control" 1997-07-30
"16523" 26691 7 30 1997 14 "DM" "M" 34 39 "Dipodomys" "merriami" "Rodent" "Control" 1997-07-30
"16524" 26727 7 30 1997 14 "DM" "F" 34 39 "Dipodomys" "merriami" "Rodent" "Control" 1997-07-30
"16525" 26731 7 30 1997 14 "DM" "M" 36 46 "Dipodomys" "merriami" "Rodent" "Control" 1997-07-30
"16526" 26735 7 30 1997 14 "DM" "F" 34 39 "Dipodomys" "merriami" "Rodent" "Control" 1997-07-30
"16527" 26750 7 30 1997 14 "DM" "M" 36 49 "Dipodomys" "merriami" "Rodent" "Control" 1997-07-30
"16528" 26757 7 30 1997 14 "DM" "M" 35 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-07-30
"16529" 26877 9 28 1997 14 "DM" "F" 36 46 "Dipodomys" "merriami" "Rodent" "Control" 1997-09-28
"16530" 26883 9 28 1997 14 "DM" "M" 35 54 "Dipodomys" "merriami" "Rodent" "Control" 1997-09-28
"16531" 26916 9 28 1997 14 "DM" "M" 35 48 "Dipodomys" "merriami" "Rodent" "Control" 1997-09-28
"16532" 26918 9 28 1997 14 "DM" "M" 33 42 "Dipodomys" "merriami" "Rodent" "Control" 1997-09-28
"16533" 26930 9 28 1997 14 "DM" "M" 36 48 "Dipodomys" "merriami" "Rodent" "Control" 1997-09-28
"16534" 27062 10 26 1997 14 "DM" "F" 37 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-10-26
"16535" 27078 10 26 1997 14 "DM" "M" 36 50 "Dipodomys" "merriami" "Rodent" "Control" 1997-10-26
"16536" 27079 10 26 1997 14 "DM" "M" 35 48 "Dipodomys" "merriami" "Rodent" "Control" 1997-10-26
"16537" 27081 10 26 1997 14 "DM" "M" 36 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-10-26
"16538" 27096 10 26 1997 14 "DM" "M" 34 38 "Dipodomys" "merriami" "Rodent" "Control" 1997-10-26
"16539" 27098 10 26 1997 14 "DM" "M" 37 43 "Dipodomys" "merriami" "Rodent" "Control" 1997-10-26
"16540" 27101 10 26 1997 14 "DM" "F" 37 47 "Dipodomys" "merriami" "Rodent" "Control" 1997-10-26
"16541" 27104 10 26 1997 14 "DM" "M" 37 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-10-26
"16542" 27110 10 26 1997 14 "DM" "M" 36 46 "Dipodomys" "merriami" "Rodent" "Control" 1997-10-26
"16543" 27116 10 26 1997 14 "DM" "F" 35 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-10-26
"16544" 27139 11 22 1997 14 "DM" "F" 36 43 "Dipodomys" "merriami" "Rodent" "Control" 1997-11-22
"16545" 27172 11 22 1997 14 "DM" "M" 36 40 "Dipodomys" "merriami" "Rodent" "Control" 1997-11-22
"16546" 27177 11 22 1997 14 "DM" "M" 32 39 "Dipodomys" "merriami" "Rodent" "Control" 1997-11-22
"16547" 27229 11 22 1997 14 "DM" "M" 35 45 "Dipodomys" "merriami" "Rodent" "Control" 1997-11-22
"16548" 27232 11 22 1997 14 "DM" "F" 34 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-11-22
"16549" 27235 11 22 1997 14 "DM" "M" 35 45 "Dipodomys" "merriami" "Rodent" "Control" 1997-11-22
"16550" 27359 12 29 1997 14 "DM" "M" 35 50 "Dipodomys" "merriami" "Rodent" "Control" 1997-12-29
"16551" 27372 12 29 1997 14 "DM" "F" 37 42 "Dipodomys" "merriami" "Rodent" "Control" 1997-12-29
"16552" 27378 12 29 1997 14 "DM" "M" 36 39 "Dipodomys" "merriami" "Rodent" "Control" 1997-12-29
"16553" 27391 12 29 1997 14 "DM" "F" 35 46 "Dipodomys" "merriami" "Rodent" "Control" 1997-12-29
"16554" 27392 12 29 1997 14 "DM" "M" 36 45 "Dipodomys" "merriami" "Rodent" "Control" 1997-12-29
"16555" 27397 12 29 1997 14 "DM" "F" 35 43 "Dipodomys" "merriami" "Rodent" "Control" 1997-12-29
"16556" 27400 12 29 1997 14 "DM" "M" 35 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-12-29
"16557" 27406 12 29 1997 14 "DM" "M" 35 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-12-29
"16558" 27485 2 1 1998 14 "DM" "M" 37 49 "Dipodomys" "merriami" "Rodent" "Control" 1998-02-01
"16559" 27489 2 1 1998 14 "DM" "M" 34 NA "Dipodomys" "merriami" "Rodent" "Control" 1998-02-01
"16560" 27502 2 1 1998 14 "DM" "M" 37 47 "Dipodomys" "merriami" "Rodent" "Control" 1998-02-01
"16561" 27503 2 1 1998 14 "DM" "F" 36 44 "Dipodomys" "merriami" "Rodent" "Control" 1998-02-01
"16562" 27506 2 1 1998 14 "DM" "F" 35 41 "Dipodomys" "merriami" "Rodent" "Control" 1998-02-01
"16563" 27508 2 1 1998 14 "DM" "M" 36 49 "Dipodomys" "merriami" "Rodent" "Control" 1998-02-01
"16564" 27512 2 1 1998 14 "DM" "M" 36 45 "Dipodomys" "merriami" "Rodent" "Control" 1998-02-01
"16565" 27518 2 1 1998 14 "DM" "F" 37 42 "Dipodomys" "merriami" "Rodent" "Control" 1998-02-01
"16566" 27524 2 1 1998 14 "DM" "M" 35 42 "Dipodomys" "merriami" "Rodent" "Control" 1998-02-01
"16567" 27532 2 1 1998 14 "DM" "M" 39 44 "Dipodomys" "merriami" "Rodent" "Control" 1998-02-01
"16568" 27539 2 1 1998 14 "DM" "F" 35 45 "Dipodomys" "merriami" "Rodent" "Control" 1998-02-01
"16569" 27602 3 2 1998 14 "DM" "M" 37 NA "Dipodomys" "merriami" "Rodent" "Control" 1998-03-02
"16570" 27615 3 2 1998 14 "DM" "F" 35 NA "Dipodomys" "merriami" "Rodent" "Control" 1998-03-02
"16571" 27617 3 2 1998 14 "DM" "F" 35 NA "Dipodomys" "merriami" "Rodent" "Control" 1998-03-02
"16572" 27620 3 2 1998 14 "DM" "F" 36 NA "Dipodomys" "merriami" "Rodent" "Control" 1998-03-02
"16573" 27627 3 2 1998 14 "DM" "M" 35 NA "Dipodomys" "merriami" "Rodent" "Control" 1998-03-02
"16574" 27652 3 2 1998 14 "DM" "M" 35 NA "Dipodomys" "merriami" "Rodent" "Control" 1998-03-02
"16575" 27659 3 2 1998 14 "DM" "M" 37 NA "Dipodomys" "merriami" "Rodent" "Control" 1998-03-02
"16576" 27663 3 2 1998 14 "DM" "M" 35 NA "Dipodomys" "merriami" "Rodent" "Control" 1998-03-02
"16577" 27809 5 3 1998 14 "DM" "F" 37 46 "Dipodomys" "merriami" "Rodent" "Control" 1998-05-03
"16578" 27830 5 3 1998 14 "DM" "M" 37 46 "Dipodomys" "merriami" "Rodent" "Control" 1998-05-03
"16579" 27832 5 3 1998 14 "DM" "F" 36 43 "Dipodomys" "merriami" "Rodent" "Control" 1998-05-03
"16580" 27849 5 3 1998 14 "DM" "" 36 50 "Dipodomys" "merriami" "Rodent" "Control" 1998-05-03
"16581" 27938 5 29 1998 14 "DM" "F" 35 54 "Dipodomys" "merriami" "Rodent" "Control" 1998-05-29
"16582" 27940 5 29 1998 14 "DM" "M" 37 46 "Dipodomys" "merriami" "Rodent" "Control" 1998-05-29
"16583" 27941 5 29 1998 14 "DM" "M" 36 45 "Dipodomys" "merriami" "Rodent" "Control" 1998-05-29
"16584" 27948 5 29 1998 14 "DM" "M" 35 51 "Dipodomys" "merriami" "Rodent" "Control" 1998-05-29
"16585" 27953 5 29 1998 14 "DM" "M" 36 51 "Dipodomys" "merriami" "Rodent" "Control" 1998-05-29
